category,abstract
0,"['let', 'a', ',', 'b', ',', 's', 'category', ',', 'let', 'f', ':', 'a', '--', '>', 's', 'g', ':', 'b', '--', '>', 's', 'functors', '.', 'assume', '``', 'many', ""''"", 'object', 'a', ',', 'exists', 'object', 'b', 'b', 'f', '(', 'a', ')', 'isomorphic', 'g', '(', 'b', ')', '.', 'establish', 'general', 'framework', 'possible', 'transfer', 'statement', 'diagram', 'a.', 'diagram', 'indexed', 'posets', 'principal', 'ideal', 'join-semilattice', 'set', 'upper', 'bound', 'finite', 'subset', 'finitely', 'generated', 'upper', 'subset', '.', 'various', 'consequence', 'follow', ',', 'particular', ':', '(', '1', ')', 'gr\\', ""''"", 'atzer-schmidt', 'theorem', ',', 'state', 'algebraic', 'lattice', 'isomorphic', 'congruence', 'lattice', 'algebra', ',', 'extended', 'finite', 'poset-indexed', 'diagram', 'algebraic', 'lattice', 'compactness-preserving', 'complete', 'join-homomorphisms', '(', 'and', 'finiteness', 'restriction', 'large', 'cardinal', ')', '.', '(', '2', ')', 'host', 'situation', ',', 'relative', 'critical', 'point', 'locally', 'finite', 'quasivarieties', 'aleph', 'omega', 'equal', 'infinity', '.', '(', '3', ')', 'lattice', 'cardinality', 'aleph', '1', 'congruence-permutable', ',', 'congruence-preserving', 'extension', '.']"
0,"['sectionally', 'complemented', 'modular', 'lattice', 'l', 'coordinatizable', 'isomorphic', 'lattice', 'l', '(', 'r', ')', 'principal', 'right', 'ideal', 'von', 'neumann', 'regular', '(', 'not', 'necessarily', 'unital', ')', 'ring', 'r.', 'say', 'l', 'large', '4-frame', 'homogeneous', 'sequence', '(', 'a_0', ',', 'a_1', ',', 'a_2', ',', 'a_3', ')', 'neutral', 'ideal', 'generated', 'a_0', 'l.', ""j\\'onsson"", 'proved', '1962', 'l', 'countable', 'cofinal', 'sequence', 'large', '4-frame', ',', 'coordinatizable', ';', 'cofinal', 'sequence', 'assumption', 'dispensed', 'left', 'open', '.', 'solve', 'problem', 'finding', 'non-coordinatizable', 'sectionally', 'complemented', 'modular', 'lattice', 'l', 'large', '4-frame', ';', 'cardinality', 'aleph', 'one', '.', 'furthermore', ',', 'l', 'ideal', '(', 'necessarily', 'coordinatizable', ')', 'complemented', 'modular', 'lattice', 'spanning', '5-frame', '.', 'proof', 'us', 'banaschewski', 'function', '.', 'banaschewski', 'function', 'bounded', 'lattice', 'l', 'antitone', 'self-map', 'l', 'pick', 'complement', 'element', 'l.', 'earlier', 'paper', ',', 'proved', 'countable', 'complemented', 'modular', 'lattice', 'banaschewski', 'function', '.', 'prove', 'exists', 'unit-regular', 'ring', 'r', 'cardinality', 'aleph', 'index', 'nilpotence', '3', 'l', '(', 'r', ')', 'banaschewski', 'function', '.']"
0,"['survey', 'topic', '$', '{', '\\mathbb', 'a', '}', '^1', '$', '-homotopy', 'theory', '.', 'main', 'goal', 'highlight', 'interplay', '$', '{', '\\mathbb', 'a', '}', '^1', '$', '-homotopy', 'theory', 'affine', 'algebraic', 'geometry', ',', 'focusing', 'variety', '``', 'contractible', ""''"", 'various', 'standpoint', '.']"
0,"['following', 'natural', 'question', 'arises', 'shalom', ""'s"", 'innovational', 'work', '(', '1999', ',', 'publ', '.', 'ihes', ')', ':', '``', 'can', 'establish', 'intrinsic', 'criterion', 'synthesize', 'relative', 'fixed', 'point', 'property', 'fixed', 'point', 'property', 'assuming', 'bounded', 'generation', '?', ""''"", 'paper', 'resolve', 'question', 'affirmative', '.', 'criterion', 'work', 'one', 'respect', 'certain', 'class', 'busemann', 'npc', 'space', '.', 'it', ',', 'moreover', ',', 'suggests', 'step', 'constructing', 'super-expanders', 'finite', 'simple', 'group', 'lie', 'type', '.']"
0,"['provide', 'overview', 'mathematical', 'work', 'k.s.s', '.', 'nambooripad', ',', 'focus', 'contribution', 'theory', 'regular', 'semigroups', '.', 'particular', ',', 'outline', 'nambooripad', ""'s"", 'seminal', 'contribution', 'structure', 'theory', 'regular', 'semigroups', 'theory', '{', '\\em', 'inductive', 'groupoids', '}', ',', 'theory', '{', '\\em', 'cross', 'connection', '}', '.', 'provide', 'information', 'outgrowth', 'work', 'algebraic', 'theory', 'semigroups', 'connection', 'field', 'mathematics', ',', 'particular', 'theory', 'operator', 'algebra', '.']"
0,"['study', 'extent', 'group', '$', 'c^\\ast', '$', '-algebras', 'characterized', 'unitary', 'group', '.', 'complete', 'characterization', 'abelian', 'group', '$', 'c^\\ast', '$', '-algebras', 'isomorphic', 'unitary', 'group', 'obtained', '.', 'compare', 'result', 'unitary-related', 'invariant', '$', 'c^\\ast', '(', '\\gamma', ')', '$', ',', '$', 'k', '$', '-theoretic', '$', 'k_1', '(', 'c^\\ast', '(', '\\gamma', ')', ')', '$', '$', 'c^\\ast', '$', '-algebras', 'nonisomorphic', 'torsion-free', 'abelian', 'group', 'isomorphic', '$', 'k_1', '$', '-groups', ',', 'sharp', 'contrast', 'well-known', 'fact', '$', 'c^\\ast', '(', '\\gamma', ')', '$', '(', 'even', '$', '\\gamma', '$', ')', 'characterized', 'topological', 'group', 'structure', 'unitary', 'group', '$', '\\gamma', '$', 'torsion-free', 'abelian', '.']"
0,"['order', 'symmetry', 'main', 'structural', 'principle', 'mathematics', '.', 'example', 'face', 'order', 'apparent', ',', 'deeper', 'investigation', 'reveal', 'governed', 'order', 'structure', '.', 'example', 'finite', 'topology', ',', 'associative', 'algebra', ',', 'subgroup', 'matrix', 'group', ',', 'ideal', 'polynomial', 'ring', ',', 'class', 'bipartite', 'graph', '.']"
0,"['known', 'general', 'condition', 'right', 'bousfield', 'localization', 'exists', '.', 'provide', 'general', 'condition', 'right', 'bousfield', 'localization', 'yield', 'monoidal', 'model', 'category', '.', 'address', 'question', 'monoidal', 'model', 'structure', 'right', 'bousfield', 'localization', 'induces', 'model', 'structure', 'category', 'algebra', 'colored', 'operad', 'right', 'bousfield', 'localization', 'preserve', 'colored', 'operadic', 'algebra', '.', 'numerous', 'application', ',', 'topological', 'space', ',', 'equivariant', 'space', ',', 'chain', 'complex', ',', 'stable', 'module', 'category', ',', 'category', 'small', 'category', '.', 'recover', 'wide', 'range', 'classical', 'result', 'special', 'case', 'theory', ',', 'prove', 'new', 'preservation', 'result', '.']"
0,"['purpose', 'foundational', 'paper', 'introduce', 'various', 'notion', 'construction', 'order', 'develop', 'homotopy', 'theory', 'differential', 'graded', 'operads', 'ring', '.', 'main', 'new', 'idea', 'consider', 'action', 'symmetric', 'group', 'defining', 'structure', 'operad', 'underlying', 'category', '.', 'introduce', 'new', 'dual', 'category', 'higher', 'cooperads', ',', 'new', 'higher', 'bar-cobar', 'adjunction', 'category', 'operads', ',', 'new', 'higher', 'notion', 'homotopy', 'operads', ',', 'establish', 'relevant', 'homotopy', 'property', '.', 'instance', ',', 'higher', 'bar-cobar', 'construction', 'provides', 'cofibrant', 'replacement', 'functor', 'operads', 'ring', '.', 'construction', 'produced', 'conceptually', 'applying', 'curved', 'koszul', 'duality', 'colored', 'operads', '.', 'paper', 'step', 'new', 'koszul', 'duality', 'theory', 'operads', ',', 'action', 'symmetric', 'group', 'properly', 'taken', 'account', '.']"
0,"['provide', 'direct', 'elementary', 'proof', 'fact', 'category', 'nachbin', ""'s"", 'compact', 'ordered', 'space', 'dually', 'equivalent', 'aleph_1-ary', 'variety', 'algebra', '.', 'further', ',', 'aleph_1', 'sharp', 'bound', ':', 'compact', 'ordered', 'space', 'dually', 'equivalent', 'sp-class', 'finitary', 'algebra', '.']"
0,"['unify', 'extension', 'classic', 'stone', 'duality', 'gr\\', ""''"", 'atzer', ',', 'hoffman-lawson', 'jung-s\\', ""''"", 'underhauf', '.', 'specifically', 'u-bases', 'locally', 'compact', 'sober', 'space', 'dual', '<', '-distributive', 'v-predomains', ',', '<', 'transitive', 'relation', 'representing', 'compact', 'containment', '.']"
0,"['``', 'co-frobenius', ""''"", 'coalgebras', 'introduced', 'dualizations', 'frobenius', 'algebra', '.', 'recently', ',', 'shown', '\\cite', '{', 'i', '}', 'admit', 'left-right', 'symmetric', 'characterization', 'analogue', 'frobenius', 'algebra', ':', 'coalgebra', '$', 'c', '$', 'co-frobenius', 'isomorphic', 'rational', 'dual', '.', 'consider', 'general', 'quasi-co-frobenius', '(', 'qcf', ')', 'coalgebras', ';', 'main', 'result', 'admit', 'symmetric', 'characterization', ':', 'coalgebra', 'qcf', 'weakly', 'isomorphic', '(', 'left', ',', 'equivalently', 'right', ')', 'rational', 'dual', '$', 'rat', '(', 'c^', '*', ')', '$', ',', 'sense', 'certain', 'coproduct', 'product', 'power', 'object', 'isomorphic', '.', 'qcf', 'coalgebras', 'viewed', 'generalization', 'co-frobenius', 'coalgebras', 'frobenius', 'algebra', '.', 'surprisingly', ',', 'turn', 'application', 'fundamental', 'result', 'hopf', 'algebra', '.', 'equivalent', 'characterization', 'hopf', 'algebra', 'left', '(', 'or', 'right', ')', 'nonzero', 'integral', 'left', '(', 'or', 'right', ')', 'co-frobenius', ',', 'qcf', ',', 'semiperfect', 'nonzero', 'rational', 'dual', 'follow', 'immediately', 'result', '.', 'also', ',', 'celebrated', 'uniqueness', 'integral', 'follows', 'time', 'just', 'equivalent', 'statement', '.', 'moreover', ',', 'by-product', 'method', ',', 'observe', 'short', 'proof', 'bijectivity', 'antipode', 'hopf', 'algebra', 'nonzero', 'integral', '.', 'give', 'purely', 'representation', 'theoretic', 'approach', 'basic', 'fundamental', 'result', 'theory', 'hopf', 'algebra', '.']"
0,"['chain', 'complex', 'equipped', 'differential', '$', 'd', '$', 'satisfying', '$', 'd^2', '=', '0', '$', ',', 'generalization', 'called', '$', 'n', '$', '-complexes', 'differential', '$', 'd', '$', 'satisfying', '$', 'd^n', '=', '0', '$', '.', 'paper', 'lax', 'nerve', 'category', 'chain', 'complex', 'pointwise', 'adjoint', 'equivalent', ""d\\'ecalage"", 'simplicial', 'category', '$', 'n', '$', '-complexes', '.', 'reveals', 'additional', 'simplicial', 'structure', 'lax', 'nerve', 'category', 'chain', 'complex', 'provides', 'categorfication', 'triangulated', 'homotopy', 'category', 'chain', 'complex', '.', 'study', 'phenomenon', 'general', 'present', 'evidence', 'axiom', 'triangulated', 'category', 'simplicial', 'origin', '.']"
0,"['prove', 'relative', 'functors', 'cofibration', 'category', 'essentially', 'relative', 'functors', 'defined', 'subcategory', 'cofibrations', '.', 'application', 'new', 'construction', 'functor', 'assigns', 'groupoid', 'groupoid', '$', 'c^', '*', '$', '-algebra', 'topological', '$', 'k', '$', '-theory', 'spectrum', '.']"
0,"['present', 'update', 'problem', 'hirzebruch', ""'s"", '1954', 'problem', 'list', 'focussing', 'open', 'problem', ',', 'substantial', 'progress', 'recent', 'year', '.', 'discus', 'purely', 'topological', 'problem', ',', 'geometric', 'problem', '(', 'almost', ')', 'complex', 'structure', ',', 'algebraic', 'non-algebraic', ',', 'contact', 'structure', ',', '(', 'complementary', 'pair', 'of', ')', 'foliation', '.']"
0,"['magnitude', 'real-valued', 'invariant', 'metric', 'space', ',', 'analogous', 'euler', 'characteristic', 'topological', 'space', 'cardinality', 'set', '.', 'definition', 'magnitude', 'special', 'case', 'general', 'categorical', 'definition', 'clarifies', 'analogy', 'various', 'cardinality-like', 'invariant', 'mathematics', '.', 'motivation', 'world', 'away', 'geometric', 'measure', ',', 'magnitude', ',', 'applied', 'subset', 'r^n', ',', 'turn', 'intimately', 'related', 'invariant', 'volume', ',', 'surface', 'area', ',', 'perimeter', 'dimension', '.', 'aspect', 'relationship', ',', 'providing', 'evidence', 'conjecture', '(', 'first', 'stated', 'arxiv:0908.1582', ')', 'magnitude', 'subsumes', 'important', 'invariant', 'classical', 'integral', 'geometry', '.']"
0,"['introduce', 'large', 'scale', 'analogue', 'topological', 'monotone', 'light', 'map', ',', 'coarsely', 'monotone', 'coarsely', 'light', 'map', 'respectively', '.', 'class', 'map', 'constitute', 'factorization', 'coarse', 'category', '.', 'coarsely', 'monotone', 'map', 'arise', 'reflection', 'similar', 'way', 'classically', 'monotone', 'map', ',', 'prove', 'coarsely', 'monotone', 'map', 'stable', 'pullback', 'exist', 'coarse', 'category', '.', 'case', 'map', 'proper', 'metric', 'space', ',', 'exhibit', 'connection', 'coarse', 'classical', 'notion', 'monotone', 'light', 'using', 'higson', 'corona', '.', 'finally', ',', 'look', 'coarse', 'property', 'preserved', 'coarsely', 'light', 'map', 'finite', 'asymptotic', 'dimension', 'exactness', ',', 'make', 'remark', 'situation', 'group', 'group', 'homomorphism', '.']"
0,"['develop', 'theory', 'considered', 'prequel', 'coarse', 'theory', '.', 'viewing', 'end', 'space', 'extra', 'point', 'infinity', '.', 'order', 'discus', 'behaviour', 'space', 'infinity', 'need', 'concept', '(', 'a', 'measure', ')', 'approaching', 'infinity', '.', 'simplest', 'way', 'list', 'subset', '$', 'x', '$', 'bounded', '(', 'i.e', '.', 'far', 'infinity', ')', 'list', 'satisfy', 'certain', 'basic', 'property', '.', 'list', '$', 's_x', '$', '\\textbf', '{', 'scale', '}', 'set', '$', 'x', '$', '(', 'see', 'section', '3', ')', '.', 'order', 'use', 'idea', 'stone', 'duality', 'theorem', 'consider', 'sub-boolean', 'algebra', '$', 'ba_x', '$', 'power', 'set', '$', '2^x', '$', '$', 'x', '$', 'contain', '$', 's_x', '$', 'lead', 'naturally', 'concept', 'end', '\\textbf', '{', 'scaled', 'boolean', 'algebra', '}', '$', '(', 'x', ',', 's_x', ',', 'ba_x', ')', '$', 'attached', '$', 'x', '$', 'form', 'new', 'scaled', 'boolean', 'algebra', '$', '(', '\\bar', 'x', ',', 's_x', ',', '\\overline', '{', 'ba_x', '}', ')', '$', '\\textbf', '{', 'compact', 'infinity', '}', '.', 'given', 'scaled', 'space', '$', '(', 'x', ',', 's_x', ')', '$', 'natural', 'scaled', 'boolean', 'algebra', '$', '(', 'x', ',', 's_x,2^x', ')', '$', 'far', 'removed', 'geometry', '$', 'x', '$', '.', 'need', 'figure', 'trim', '$', '2^x', '$', 'smaller', 'sub-boolean', 'algebra', '$', 'ba_x', '$', '.', 'generally', ',', 'trim', 'sub-boolean', 'algebra', '$', 'ba_x', '$', 'smaller', 'one', '.', 'using', 'idea', 'linear', 'algebra', '.', 'namely', ',', 'consider', 'family', '$', '\\mathcal', '{', 'f', '}', '$', 'naturally', 'arising', '$', 's_x', '$', '-linear', 'operator', '$', 'ba_x', '$', 'smaller', 'sub-boolean', 'algebra', '$', 'ba_', '{', '\\mathcal', '{', 'f', '}', '}', '$', 'consists', 'eigensets', '$', '\\mathcal', '{', 'f', '}', '$', ',', 'analog', 'eigenvectors', 'linear', 'algebra', '.', 'end', 'defined', 'literature', 'far', '(', 'freundenthal', 'end', ',', 'end', 'finitely', 'generated', 'group', ',', 'specker', 'end', ',', 'cornulier', 'end', ',', 'end', 'coarse', 'space', ')', 'special', 'case', 'process', '.']"
0,"['main', 'theorem', 'paper', 'base', 'change', 'functor', 'noetherian', 'abelian', 'category', 'noetherian', 'polynomial', 'category', 'induces', 'isomorphism', 'k-theory', '.', 'main', 'theorem', 'implies', 'well-known', 'fact', 'a^1-homotopy', 'invariance', ""k'-theory"", 'noetherian', 'scheme', '.']"
0,"['define', 'group', '$', 'rbr', '(', '\\mathcal', '{', 'g', '}', ')', '$', 'containing', ',', 'sense', ',', 'graded', 'complex', 'orthogonal', 'brauer', 'group', 'locally', 'compact', 'groupoid', '$', '\\mathcal', '{', 'g', '}', '$', 'equipped', 'involution', '.', 'involution', 'trivial', ',', 'new', 'group', 'naturally', 'provides', 'generalization', 'donovan-karoubi', ""'s"", 'graded', 'orthogonal', 'brauer', 'group', '$', 'gbro', '$', '.', 'generally', ',', 'shown', 'direct', 'summand', 'well-known', 'graded', 'complex', 'brauer', 'goup', '.', 'addition', ',', 'prove', '$', 'rbr', '(', '\\mathcal', '{', 'g', '}', ')', '$', 'identifies', 'direct', 'sum', 'real', 'cohomology', 'group', 'abelian', 'group', '$', 'rext', '(', '\\mathcal', '{', 'g', '}', ',', 'u', '(', '1', ')', ')', '$', 'real', 'graded', '$', 'u', '(', '1', ')', '$', '-central', 'extension', '.', 'cohomological', 'picture', 'given', '.']"
0,"['reformulate', 'baum-connes', 'conjecture', 'coefficient', 'introducing', 'new', 'crossed', 'product', 'functor', 'c', '*', '-algebras', '.', 'confirming', 'example', 'original', 'baum-connes', 'conjecture', 'remain', 'confirming', 'example', 'reformulated', 'conjecture', ',', 'present', 'known', 'counterexample', 'reformulated', 'conjecture', '.', 'moreover', ',', 'known', 'expander-based', 'counterexample', 'original', 'baum-connes', 'conjecture', 'confirming', 'example', 'reformulated', 'conjecture', '.']"
0,"['study', 'integer-graded', 'cohomology', 'ring', 'defined', 'calabi-yau', 'category', '.', 'cohomology', 'negative', 'degree', 'trivial', 'extension', 'cohomology', 'ring', 'non-negative', 'degree', ',', 'provided', 'admits', 'regular', 'sequence', 'central', 'element', 'length', 'two', '.', 'particular', ',', 'product', 'element', 'negative', 'degree', 'zero', '.', 'corollary', 'apply', 'tate-hochschild', 'cohomology', 'ring', 'symmetric', 'algebra', ',', 'tate', 'cohomology', 'ring', 'group', 'algebra', '.', 'prove', 'similar', 'result', 'tate', 'cohomology', 'ring', 'commutative', 'local', 'gorenstein', 'ring', '.']"
